step,loss,mean_absolute_error,acc,mean_q,reward,score
0,nan,nan,nan,nan,0,0
1,nan,nan,nan,nan,-1,0
2,nan,nan,nan,nan,-1,0
3,nan,nan,nan,nan,25,25
4,nan,nan,nan,nan,-1,25
5,nan,nan,nan,nan,-1,25
6,nan,nan,nan,nan,-1,25
7,nan,nan,nan,nan,-1,25
8,nan,nan,nan,nan,25,50
9,nan,nan,nan,nan,-1,50
10,nan,nan,nan,nan,-1,50
11,79.3876,1.8964816,0.5625,0.4842553,-1,50
12,78.81767,1.8916416,0.375,0.50927186,-1,50
13,19.676533,0.75110006,0.4375,0.566319,-1,50
14,29.646898,0.9496626,0.3125,0.58257204,-1,50
15,39.896603,1.1481605,0.1875,0.61382556,-1,50
16,29.882786,0.9538913,0.25,0.6230575,0,50
17,29.08104,0.9334302,0.28125,0.59098154,-1,50
18,29.343004,0.9263145,0.34375,0.6386188,-1,50
19,20.186073,0.7574192,0.0625,0.5394146,-1,50
20,19.862415,0.764433,0.09375,0.5394715,-1,50
21,29.39309,0.9425449,0.125,0.5599711,-1,50
22,0.32467872,0.38386726,0.21875,0.55093455,-1,50
23,9.906827,0.57632816,0.1875,0.4832294,-1,50
24,10.171547,0.5682204,0.15625,0.5243716,-1,50
25,29.26561,0.940405,0.21875,0.5240052,-1,50
26,29.736647,0.9510037,0.03125,0.47521293,-1,50
27,19.856674,0.779364,0.03125,0.4816026,-1,50
28,0.41782287,0.4042288,0.03125,0.47141352,0,0
29,28.337252,0.9488442,0.15625,0.51066697,-1,0
30,0.31640065,0.39091122,0.21875,0.5745224,0,0
31,0.40946198,0.39004955,0.125,0.51331854,-1,0
32,19.069002,0.7598044,0.1875,0.54386485,-1,0
33,19.041836,0.75626963,0.25,0.5408616,-1,0
34,19.04517,0.75704384,0.21875,0.5381104,-1,0
35,19.043224,0.75724447,0.25,0.5300427,-1,0
36,19.035618,0.7573854,0.21875,0.53589576,0,0
37,18.963554,0.74520665,0.25,0.54185367,-1,0
38,0.37877616,0.39094856,0.1875,0.5326399,-1,0
39,19.002823,0.75145936,0.1875,0.54024136,-1,0
40,18.997293,0.7608714,0.21875,0.5546267,-1,0
41,9.755522,0.5840004,0.15625,0.5703496,-1,0
