step,loss,mean_absolute_error,acc,mean_q,reward,score
0,nan,nan,nan,nan,0,0
1,nan,nan,nan,nan,-1,0
2,nan,nan,nan,nan,0,0
3,nan,nan,nan,nan,-1,0
4,nan,nan,nan,nan,-1,0
5,nan,nan,nan,nan,-1,0
6,nan,nan,nan,nan,-1,0
7,nan,nan,nan,nan,-1,0
8,nan,nan,nan,nan,0,0
9,nan,nan,nan,nan,-1,0
10,nan,nan,nan,nan,-1,0
11,28.954178,0.8672942,0.3125,0.800632,-1,0
12,19.352161,0.6478301,0.4375,0.7536357,-1,0
13,9.873123,0.5017108,0.34375,0.7263626,0,0
14,57.25987,1.0294462,0.4375,0.79490525,-1,0
15,10.544734,0.50814784,0.4375,0.7371013,-1,0
16,67.08336,1.2625124,0.375,0.79012,-1,0
17,28.274948,0.84401214,0.34375,0.74363,-1,0
18,9.631422,0.4854742,0.375,0.7773771,0,0
19,19.515982,0.6747238,0.3125,0.8310191,-1,0
20,9.92364,0.49544767,0.3125,0.73994255,-1,0
21,19.083086,0.6720351,0.375,0.7510185,-1,0
22,58.118652,1.0651457,0.5625,0.7158113,-1,0
23,29.133862,0.88209915,0.40625,0.73563004,-1,0
24,9.910509,0.5159598,0.25,0.7865479,-1,0
25,49.161182,0.88337684,0.375,0.75465477,-1,0
26,20.359226,0.6950035,0.375,0.7473449,-1,0
27,9.516421,0.47403872,0.34375,0.76510304,-1,0
28,19.200747,0.6810618,0.3125,0.7396008,0,0
29,38.566494,0.6954435,0.375,0.75509316,-1,0
30,39.95027,0.7132492,0.28125,0.71987545,0,0
31,9.500095,0.4598658,0.625,0.70241076,0,0
32,39.167732,0.7008369,0.375,0.7443857,-1,0
33,9.853752,0.48357165,0.34375,0.7359849,-1,0
34,0.18605568,0.31002545,0.34375,0.76665103,-1,0
35,49.65248,0.851159,0.5,0.8116796,0,0
36,0.2283231,0.34104273,0.5,0.6866058,0,0
37,97.286064,1.4311302,0.40625,0.74684703,0,0
38,29.219694,0.85782677,0.375,0.75291634,-1,0
39,9.900303,0.4849359,0.3125,0.7068875,-1,0
40,19.349976,0.6794501,0.53125,0.74146783,-1,0
41,48.062313,0.86626697,0.25,0.760746,-1,0
42,19.31802,0.66702354,0.46875,0.7445173,-1,0
