step,loss,mean_absolute_error,acc,mean_q,reward,score
0,nan,nan,nan,nan,0,0
1,nan,nan,nan,nan,25,25
2,nan,nan,nan,nan,0,25
3,nan,nan,nan,nan,0,25
4,nan,nan,nan,nan,0,25
5,nan,nan,nan,nan,0,25
6,nan,nan,nan,nan,0,25
7,nan,nan,nan,nan,0,25
8,nan,nan,nan,nan,0,25
9,nan,nan,nan,nan,25,50
10,nan,nan,nan,nan,0,50
11,10.787633,0.5275443,0.40625,0.6197026,0,50
12,37.935837,1.0159657,0.4375,0.61637414,0,50
13,9.779816,0.49796847,0.34375,0.6019392,-1,50
14,19.52961,0.6739674,0.375,0.5717257,-1,50
15,19.662304,0.6482073,0.4375,0.6126831,-1,50
16,9.66541,0.48170522,0.40625,0.6637701,25,75
17,19.279646,0.6276983,0.5,0.69567776,-1,75
18,38.29538,0.9892199,0.65625,0.61575294,0,75
19,19.645605,0.6538486,0.375,0.6935469,-1,75
20,37.76127,1.0355124,0.5625,0.6835124,-1,75
21,9.630724,0.49810317,0.375,0.65081453,-1,75
22,0.17512247,0.26020283,0.4375,0.5918848,-1,75
23,19.18492,0.62124574,0.5,0.6709209,-1,75
24,77.49852,1.4097801,0.53125,0.62073624,-1,75
25,9.54462,0.4330377,0.4375,0.6083225,-1,75
26,9.640691,0.48845798,0.375,0.66156334,-1,75
27,47.548477,1.2073958,0.46875,0.6683261,-1,75
28,28.161781,0.8120704,0.5,0.5905533,0,0
29,28.153038,0.7731312,0.5625,0.6475397,25,25
30,19.259521,0.65946114,0.34375,0.6015624,0,25
31,28.938307,0.8620778,0.375,0.61716646,0,25
32,9.342789,0.4454324,0.4375,0.55530536,0,25
33,58.27507,1.005481,0.59375,0.6354312,0,25
34,86.30989,1.5942541,0.40625,0.6570156,-1,25
35,39.564312,1.0348748,0.4375,0.64567256,-1,25
36,28.31128,0.84171414,0.5,0.61400217,-1,25
37,19.618095,0.645188,0.5625,0.55112034,25,50
38,9.570695,0.45241064,0.375,0.6177053,0,50
39,38.005856,1.017333,0.53125,0.64371836,0,50
40,57.004227,1.3957369,0.53125,0.6909487,0,50
41,38.346565,1.0099448,0.46875,0.6066737,-1,50
42,19.02446,0.61638606,0.53125,0.5111778,-1,50
43,29.174742,0.83163023,0.5,0.5837468,-1,50
44,28.51958,0.79976094,0.46875,0.55058455,25,75
45,19.208927,0.66672057,0.4375,0.59764147,-1,75
46,37.83986,1.0058306,0.59375,0.702886,0,75
47,28.141834,0.82274354,0.46875,0.6385842,-1,75
48,9.602604,0.4737765,0.375,0.6681949,-1,75
49,28.455952,0.82818824,0.53125,0.6274049,-1,75
50,57.24987,1.3843083,0.5625,0.7186958,-1,75
51,47.37077,1.1688004,0.5625,0.7115525,-1,75
52,38.35884,0.9917738,0.46875,0.6184909,-1,75
53,37.765594,0.9868233,0.5,0.5959987,-1,75
54,18.925566,0.6608982,0.34375,0.6187968,-1,75
