step,loss,mean_absolute_error,acc,mean_q,reward,score
0,nan,nan,nan,nan,0,0
1,nan,nan,nan,nan,0,0
2,nan,nan,nan,nan,0,0
3,nan,nan,nan,nan,0,0
4,nan,nan,nan,nan,-1,0
5,nan,nan,nan,nan,-1,0
6,nan,nan,nan,nan,-1,0
7,nan,nan,nan,nan,-1,0
8,nan,nan,nan,nan,-1,0
9,nan,nan,nan,nan,0,0
10,nan,nan,nan,nan,0,0
11,18.9684,0.6848438,0.5625,0.6573857,0,0
12,38.580338,1.0844502,0.5,0.6487089,-1,0
13,38.243553,0.70074666,0.5,0.7006946,-1,0
14,9.283449,0.5070653,0.375,0.6364009,-1,0
15,28.852272,0.86490893,0.375,0.67157584,-1,0
16,28.813503,0.88687736,0.46875,0.64240944,-1,0
17,9.693777,0.51112,0.375,0.57480097,-1,0
18,0.18695611,0.32732394,0.5,0.6339046,-1,0
19,0.24364977,0.33192068,0.21875,0.6293659,-1,0
20,29.962324,0.9181979,0.34375,0.67400455,-1,0
21,38.100163,1.0521057,0.53125,0.6916665,-1,0
22,38.85741,0.71754,0.53125,0.5765685,-1,0
23,19.523832,0.71628475,0.5,0.6619001,-1,0
24,77.17085,1.0884857,0.40625,0.6776395,-1,0
25,66.136635,1.2722774,0.5,0.6259823,-1,0
26,19.471127,0.68485,0.46875,0.626699,-1,0
27,28.796581,0.88160646,0.3125,0.62831163,-1,0
28,29.179962,0.9145447,0.4375,0.6170355,0,0
29,76.299675,1.0803294,0.46875,0.6662714,0,0
30,47.849342,0.87933826,0.375,0.7079412,-1,0
31,29.926575,0.89374274,0.4375,0.66202587,-1,0
32,29.095505,0.8814883,0.34375,0.60772115,0,0
33,28.851904,0.8890923,0.5625,0.6199184,-1,0
34,28.897331,0.8885007,0.46875,0.64447653,-1,0
35,97.161194,1.8409822,0.46875,0.59700584,-1,0
36,76.73369,1.0723789,0.46875,0.7568426,-1,0
37,0.26844308,0.33305475,0.34375,0.6629826,-1,0
38,38.345055,1.058193,0.28125,0.696214,-1,0
39,48.64623,0.9101262,0.5,0.55122054,0,0
40,28.94727,0.9024823,0.5,0.53997844,-1,0
41,86.61664,1.2742662,0.4375,0.62564915,0,0
42,20.449726,0.7474568,0.4375,0.5711498,0,0
43,0.23339708,0.32382414,0.34375,0.63102657,0,0
44,9.469766,0.5129824,0.34375,0.5903003,0,0
45,28.313713,0.89461195,0.5,0.61749256,0,0
46,9.62431,0.520188,0.40625,0.6077471,0,0
47,29.142418,0.8819983,0.5,0.65024555,-1,0
48,76.7799,1.0458546,0.4375,0.66470313,50,50
49,9.606694,0.5277804,0.40625,0.62559533,-1,50
50,19.909903,0.7109162,0.4375,0.57174814,-1,50
51,28.907818,0.8657057,0.53125,0.72327936,-1,50
52,19.546934,0.71370775,0.4375,0.6441761,-1,50
53,29.935537,0.89803106,0.375,0.6184523,-1,50
54,29.165504,0.88306826,0.375,0.70804155,-1,50
55,10.039163,0.5472134,0.53125,0.55979943,-1,50
56,19.1568,0.69573915,0.5,0.73053026,0,0
57,28.33329,0.8651587,0.5625,0.6931148,0,0
58,67.06059,1.2613717,0.46875,0.6872823,-1,0
59,48.62931,0.9242764,0.5,0.6111082,0,0
60,19.183252,0.71046317,0.53125,0.65447104,-1,0
61,9.495757,0.5007889,0.5,0.7031702,-1,0
62,19.723621,0.71635044,0.40625,0.6757889,-1,0
63,10.326849,0.5218864,0.40625,0.69006884,-1,0
64,9.733686,0.550184,0.65625,0.5456414,-1,0
65,19.197376,0.71029484,0.46875,0.67940533,0,0
66,0.41766948,0.3817886,0.4375,0.61011887,-1,0
67,18.897131,0.7276465,0.71875,0.5957151,-1,0
68,19.11916,0.71256185,0.59375,0.5730786,-1,0
