step,loss,mean_absolute_error,acc,mean_q,reward,score
0,nan,nan,nan,nan,0,0
1,nan,nan,nan,nan,25,25
2,nan,nan,nan,nan,0,25
3,nan,nan,nan,nan,-1,25
4,nan,nan,nan,nan,-1,25
5,nan,nan,nan,nan,-1,25
6,nan,nan,nan,nan,-1,25
7,nan,nan,nan,nan,-1,25
8,nan,nan,nan,nan,-1,25
9,nan,nan,nan,nan,25,50
10,nan,nan,nan,nan,0,50
11,57.95871,1.4018515,0.5,0.6583284,0,50
12,38.645546,0.65297544,0.4375,0.611581,0,50
13,20.149387,0.66296697,0.46875,0.6641485,-1,50
14,37.76335,1.02887,0.40625,0.6620506,-1,50
15,28.395557,0.80318606,0.5,0.64201725,-1,50
16,28.52213,0.8272356,0.5625,0.63749635,25,75
17,37.90173,1.0196648,0.46875,0.6369788,0,75
18,47.044415,1.1759762,0.4375,0.6596529,0,75
19,75.312874,1.7406662,0.5625,0.74261546,0,75
20,28.37383,0.85428786,0.3125,0.6385704,0,75
21,37.736176,1.0127457,0.4375,0.64722663,0,75
22,28.347939,0.8492989,0.40625,0.6296747,0,75
23,56.58252,1.3871332,0.46875,0.68258584,0,75
24,19.063854,0.7015935,0.3125,0.5944884,0,75
25,86.19433,1.5951972,0.3125,0.6418993,0,75
26,9.572705,0.48160818,0.375,0.5906253,0,75
27,65.86032,1.5644063,0.5625,0.7125294,0,75
28,28.38757,0.8494226,0.40625,0.65079844,0,0
29,28.545168,0.8672906,0.46875,0.6603329,25,25
30,76.93498,1.4168434,0.3125,0.6669696,-1,25
31,28.292782,0.8355762,0.3125,0.6486257,-1,25
32,18.87004,0.59983194,0.46875,0.61286604,-1,25
33,28.648195,0.85503095,0.34375,0.666207,-1,25
34,37.75352,1.0062494,0.46875,0.688733,-1,25
35,19.12458,0.6692072,0.34375,0.60622275,-1,25
36,28.641823,0.8194547,0.4375,0.6361234,-1,25
37,76.450165,1.3853066,0.46875,0.6380618,25,50
38,47.200146,1.2002386,0.5,0.7415916,0,50
39,9.657478,0.48162898,0.40625,0.6019671,0,50
40,37.683594,1.019814,0.46875,0.6834574,0,50
41,37.82921,1.0099506,0.40625,0.66319764,0,50
42,9.548551,0.45711815,0.3125,0.61603117,0,50
43,47.196266,1.1879716,0.5,0.70236886,0,50
44,48.08047,0.8625896,0.375,0.597962,25,75
45,67.39429,1.2367227,0.4375,0.6251284,0,75
46,57.6364,1.0244828,0.53125,0.6722032,0,75
47,18.895874,0.66141087,0.40625,0.5835574,0,75
48,19.412537,0.6788132,0.4375,0.6399727,0,75
49,47.131474,1.1942079,0.46875,0.6595231,0,75
50,19.071587,0.651021,0.34375,0.58098316,0,75
51,76.00161,1.413315,0.4375,0.6295687,0,75
52,19.049095,0.65198356,0.4375,0.5464767,0,75
53,9.679341,0.48713788,0.21875,0.6471975,0,75
54,65.91082,1.5633433,0.5,0.65176046,0,75
