step,loss,mean_absolute_error,acc,mean_q,reward,score
0,nan,nan,nan,nan,0,0
1,nan,nan,nan,nan,25,25
2,nan,nan,nan,nan,0,25
3,nan,nan,nan,nan,0,25
4,nan,nan,nan,nan,0,25
5,nan,nan,nan,nan,-1,25
6,nan,nan,nan,nan,-1,25
7,nan,nan,nan,nan,-1,25
8,nan,nan,nan,nan,-1,25
9,nan,nan,nan,nan,25,50
10,nan,nan,nan,nan,0,50
11,56.278484,1.3690383,0.46875,0.5878451,0,50
12,18.938335,0.6384982,0.53125,0.57672215,-1,50
13,28.195507,0.82940733,0.53125,0.5941801,-1,50
14,47.03737,1.2055438,0.53125,0.59642935,-1,50
15,9.376687,0.42655087,0.59375,0.5462539,-1,50
16,56.449192,1.3515618,0.5625,0.5773996,25,75
17,47.07893,1.2073352,0.65625,0.5479682,0,75
18,28.336063,0.8551044,0.5,0.56512934,0,75
19,37.67172,1.0287039,0.46875,0.58825713,0,75
20,46.82795,1.1769736,0.53125,0.63259876,-1,75
21,18.945805,0.6104343,0.5,0.543874,-1,75
22,37.717636,1.061976,0.40625,0.56900215,-1,75
23,37.727936,1.009641,0.46875,0.5619045,-1,75
24,18.961529,0.68125194,0.5,0.56482667,-1,75
25,28.434675,0.8655647,0.53125,0.5775534,-1,75
26,28.267569,0.8026879,0.59375,0.5955788,-1,75
27,28.145046,0.7926871,0.65625,0.50862974,-1,75
28,18.948847,0.6490965,0.5625,0.537181,0,0
29,18.917257,0.6497711,0.53125,0.5456203,25,25
30,37.81573,1.0332339,0.59375,0.5508263,0,25
31,47.094536,1.2273395,0.40625,0.6478429,-1,25
32,28.315918,0.82329494,0.5,0.5877449,-1,25
33,37.776573,1.0476012,0.46875,0.59606904,-1,25
34,56.776375,1.4239655,0.375,0.67758965,-1,25
35,28.292168,0.840308,0.5,0.55749696,-1,25
36,37.617867,0.9908326,0.53125,0.58526945,-1,25
37,28.305592,0.8323315,0.5625,0.54359984,25,50
38,19.009922,0.6541627,0.4375,0.6091545,-1,50
39,57.401318,1.386246,0.5625,0.6385206,-1,50
40,38.04217,1.0087448,0.65625,0.55186534,-1,50
41,18.806843,0.65455675,0.3125,0.4944712,-1,50
42,18.928095,0.61891913,0.5625,0.5830205,-1,50
43,56.55163,1.3994443,0.5,0.59332883,-1,50
44,28.40958,0.8310936,0.34375,0.5228678,25,75
45,36.774952,1.0230014,0.40625,0.553636,0,75
46,46.636456,1.1859994,0.46875,0.5709798,0,75
47,27.856722,0.8419291,0.40625,0.5748513,-1,75
48,65.65758,1.5457854,0.5,0.6478066,-1,75
49,27.923624,0.81814194,0.46875,0.53518784,25,100
50,9.339461,0.4768657,0.25,0.51417404,0,100
51,28.092468,0.85320973,0.34375,0.58480364,0,100
52,55.90595,1.3411472,0.5625,0.605461,0,100
53,28.645618,0.84744513,0.375,0.58554685,-1,100
54,55.76098,1.3765414,0.375,0.62784266,-1,100
