step,loss,mean_absolute_error,acc,mean_q,reward,score
0,nan,nan,nan,nan,0,0
1,nan,nan,nan,nan,25,25
2,nan,nan,nan,nan,-1,25
3,nan,nan,nan,nan,-1,25
4,nan,nan,nan,nan,-1,25
5,nan,nan,nan,nan,-1,25
6,nan,nan,nan,nan,-1,25
7,nan,nan,nan,nan,-1,25
8,nan,nan,nan,nan,-1,25
9,nan,nan,nan,nan,25,50
10,nan,nan,nan,nan,0,50
11,37.55265,1.0526161,0.40625,0.5519122,0,50
12,28.103018,0.880978,0.28125,0.550924,-1,50
13,9.465289,0.5103938,0.25,0.53043306,-1,50
14,37.286537,1.035249,0.40625,0.52769417,-1,50
15,18.705677,0.69920295,0.3125,0.5676607,-1,50
16,28.107199,0.86837506,0.46875,0.59205794,25,75
17,19.040554,0.6883378,0.46875,0.46339437,-1,75
18,46.642853,1.2166431,0.375,0.58753526,-1,75
19,37.18313,1.0596164,0.21875,0.52739155,-1,75
20,37.298004,1.0684628,0.375,0.5752901,-1,75
21,28.011663,0.8919685,0.28125,0.538319,-1,75
22,18.951525,0.72371,0.375,0.4669966,-1,75
23,9.550663,0.5192043,0.28125,0.5135881,-1,75
24,28.00922,0.850056,0.25,0.5452465,-1,75
25,46.498253,1.2521394,0.375,0.55489206,-1,75
26,9.66657,0.5186198,0.25,0.5051228,-1,75
27,19.019424,0.6786544,0.375,0.5303372,-1,75
28,9.549975,0.4923051,0.25,0.51174045,0,0
29,27.96841,0.8618579,0.46875,0.56028557,25,25
30,37.996025,1.0673662,0.28125,0.5475496,-1,25
31,56.06554,1.4326147,0.40625,0.5111475,-1,25
32,28.200748,0.88427866,0.25,0.51098573,-1,25
33,9.550765,0.5186459,0.25,0.48706043,-1,25
34,37.46975,1.0628138,0.34375,0.5376947,-1,25
35,46.90606,1.2711673,0.3125,0.50730973,-1,25
36,37.42467,1.0677564,0.5,0.51075554,-1,25
37,56.228363,1.4227493,0.34375,0.552971,25,50
38,28.077324,0.8368833,0.34375,0.4802605,0,50
39,0.25559878,0.3446719,0.40625,0.46523345,0,50
40,9.528978,0.48551908,0.34375,0.47206002,-1,50
41,37.34616,1.0461676,0.375,0.55035985,-1,50
42,55.93809,1.3962634,0.53125,0.5696993,-1,50
43,9.607707,0.5376237,0.34375,0.4778043,-1,50
44,37.545937,1.0562141,0.375,0.55502,25,75
45,66.57408,1.2437314,0.375,0.51122314,0,75
46,18.927214,0.69618714,0.40625,0.502765,0,75
47,28.780579,0.88103515,0.375,0.43123865,-1,75
48,37.531796,1.0390996,0.4375,0.5496955,-1,75
49,37.457863,1.0288184,0.5,0.51323086,-1,75
50,27.994808,0.84128165,0.46875,0.5533658,-1,75
51,0.20822522,0.3030706,0.375,0.4495738,-1,75
52,18.8699,0.7070745,0.40625,0.45380753,-1,75
53,18.821865,0.6736891,0.5,0.472484,-1,75
54,37.34562,1.0545839,0.34375,0.5108272,-1,75
