step,loss,mean_absolute_error,acc,mean_q,reward,score
0,nan,nan,nan,nan,0,75
1,nan,nan,nan,nan,0,0
2,nan,nan,nan,nan,0,0
3,nan,nan,nan,nan,-1,0
4,nan,nan,nan,nan,-1,0
5,nan,nan,nan,nan,-1,0
6,nan,nan,nan,nan,-1,0
7,nan,nan,nan,nan,-1,0
8,nan,nan,nan,nan,-1,0
9,nan,nan,nan,nan,25,25
10,nan,nan,nan,nan,-1,25
11,58.432514,1.0503144,0.5,0.7414834,-1,25
12,47.887882,0.8676174,0.40625,0.7046205,-1,25
13,10.722768,0.5413814,0.1875,0.75272083,-1,25
14,19.321917,0.6953466,0.28125,0.74905,-1,25
15,9.698567,0.48837996,0.34375,0.75925034,25,50
16,48.49836,0.90033585,0.34375,0.70278376,50,100
17,9.774164,0.52167356,0.375,0.65592444,-1,100
18,9.902747,0.4939581,0.3125,0.78142256,-1,100
19,20.317774,0.6785131,0.53125,0.758653,-1,100
20,114.73653,1.7581553,0.53125,0.7575623,-1,100
21,29.038757,0.89109504,0.34375,0.6479747,-1,100
22,9.7504635,0.49643135,0.4375,0.74337494,-1,100
23,19.587507,0.69884187,0.40625,0.6962361,-1,100
24,0.25719318,0.29529488,0.28125,0.6908011,-1,100
25,19.024645,0.6726983,0.4375,0.74795824,-1,100
26,9.58542,0.5157237,0.375,0.7191011,-1,100
27,47.740654,0.86209166,0.34375,0.73289895,-1,100
28,85.46782,1.2457322,0.4375,0.735798,0,100
29,19.03922,0.68763167,0.21875,0.7359302,0,0
30,57.267754,1.0735006,0.40625,0.8076228,0,0
31,9.906352,0.5143468,0.3125,0.68880546,0,0
32,9.603259,0.51441956,0.375,0.7269721,0,0
33,77.32348,1.062352,0.375,0.77067184,-1,0
34,19.34163,0.65445423,0.46875,0.7166498,-1,0
35,9.584009,0.50977504,0.3125,0.7516537,-1,0
36,38.233555,0.69184476,0.28125,0.70483166,-1,0
37,0.13509795,0.29316044,0.34375,0.7527472,-1,0
38,38.167572,0.6901756,0.40625,0.7047752,-1,0
39,77.11209,1.4521761,0.375,0.7939773,-1,0
40,0.21042423,0.31050166,0.34375,0.6985007,-1,0
41,19.464832,0.705,0.34375,0.7611776,-1,0
42,47.800266,0.86818516,0.40625,0.7187289,-1,0
43,39.2705,0.7071045,0.3125,0.7046839,-1,0
44,19.695103,0.7079917,0.34375,0.7076371,0,0
45,9.873315,0.50452757,0.28125,0.7624192,-1,0
46,9.811515,0.51069444,0.375,0.701659,-1,0
47,9.857043,0.4869487,0.3125,0.7837236,-1,0
48,0.23601522,0.3270581,0.3125,0.7411444,-1,0
49,9.589608,0.49093944,0.375,0.7730645,-1,0
50,58.197903,1.0711379,0.375,0.77571857,0,0
51,0.27219242,0.34711903,0.25,0.72520065,-1,0
52,9.650691,0.49958792,0.40625,0.7488261,-1,0
53,19.329458,0.69510895,0.375,0.7276248,-1,0
54,9.56549,0.49446356,0.40625,0.7324361,-1,0
55,0.17387484,0.2938118,0.34375,0.76788986,-1,0
56,19.642181,0.6877415,0.4375,0.7278882,0,0
57,10.0091715,0.5205524,0.25,0.7452762,-1,0
58,9.614453,0.51308465,0.21875,0.73725593,-1,0
59,38.75668,0.68143344,0.375,0.77903366,-1,0
60,9.535767,0.47423494,0.3125,0.7469555,-1,0
61,0.16281351,0.28528956,0.3125,0.7853942,25,25
62,48.435944,0.8862786,0.40625,0.76130193,-1,25
63,9.951771,0.5185756,0.40625,0.6866158,-1,25
64,48.722336,0.8890452,0.28125,0.7325616,-1,25
65,39.329338,0.7401844,0.15625,0.7381723,-1,25
66,9.684486,0.51359344,0.4375,0.6652169,-1,25
67,77.99693,1.0633588,0.3125,0.8214347,-1,25
68,19.322886,0.6863959,0.25,0.726948,25,50
69,0.22066216,0.32724923,0.3125,0.6543275,0,50
70,57.905796,1.0815885,0.34375,0.7203719,0,50
71,28.924286,0.87607753,0.3125,0.7533933,0,50
72,29.612165,0.878451,0.4375,0.76625454,-1,50
73,9.601959,0.48536813,0.4375,0.71837556,-1,50
74,48.443542,0.8776755,0.34375,0.7318635,-1,50
75,0.16281578,0.30249462,0.28125,0.6893481,-1,50
76,0.18738012,0.33446273,0.25,0.73764074,-1,50
77,9.714142,0.48160827,0.46875,0.778524,0,50
78,19.118458,0.6832749,0.28125,0.7024088,0,50
79,9.891956,0.48648554,0.34375,0.7549729,-1,50
80,57.739433,1.0934206,0.40625,0.7261567,-1,50
81,58.788704,1.070777,0.40625,0.68135875,-1,50
82,0.15817334,0.3134959,0.1875,0.7102992,-1,50
83,19.558834,0.6808902,0.5,0.7499888,-1,50
84,19.388786,0.6801493,0.34375,0.73240185,0,0
85,20.420387,0.70559555,0.34375,0.7577471,0,0
86,29.18196,0.87752676,0.3125,0.7362616,0,0
87,19.555693,0.7046474,0.3125,0.760049,0,0
88,9.774885,0.47675788,0.53125,0.7118925,-1,0
89,48.438385,0.8791119,0.28125,0.66504014,-1,0
90,9.840845,0.49545187,0.3125,0.70725805,-1,0
91,48.095505,0.8738552,0.25,0.7132956,-1,0
92,0.218539,0.32289946,0.34375,0.64919245,50,50
93,10.04138,0.5134246,0.21875,0.7709831,-1,50
94,19.599857,0.67399627,0.4375,0.7703699,-1,50
95,39.51271,1.068455,0.375,0.80332965,-1,50
96,9.847991,0.5234748,0.28125,0.7021577,-1,50
97,0.21778242,0.3245631,0.375,0.69872653,-1,50
98,39.184757,0.6602624,0.40625,0.7142052,-1,50
99,57.943012,1.0739144,0.4375,0.7248476,-1,50
100,48.158165,0.9061847,0.375,0.7526748,0,50
101,47.51775,0.897455,0.25,0.77041996,-1,50
102,0.18246314,0.3195322,0.15625,0.7535138,-1,50
103,0.22342807,0.30491304,0.3125,0.7315804,-1,50
104,0.1361334,0.31611723,0.34375,0.69563234,-1,50
105,68.0137,1.2567204,0.40625,0.7569771,-1,50
106,30.783308,0.9186076,0.3125,0.71219325,-1,50
107,9.877241,0.5013971,0.34375,0.7252122,-1,50
108,38.54904,1.0547584,0.34375,0.80144936,-1,50
109,9.847319,0.48898038,0.40625,0.70148146,-1,50
110,9.8667345,0.52969015,0.21875,0.6990899,-1,50
