step,loss,mean_absolute_error,acc,mean_q,reward,score
0,nan,nan,nan,nan,0,0
1,nan,nan,nan,nan,0,0
2,nan,nan,nan,nan,0,0
3,nan,nan,nan,nan,0,0
4,nan,nan,nan,nan,0,0
5,nan,nan,nan,nan,0,0
6,nan,nan,nan,nan,0,0
7,nan,nan,nan,nan,-1,0
8,nan,nan,nan,nan,-1,0
9,nan,nan,nan,nan,-1,0
10,nan,nan,nan,nan,-1,0
11,10.08008,0.54716593,0.1875,0.5712857,-1,0
12,57.24225,1.0863225,0.28125,0.6434858,-1,0
13,18.661917,0.7163101,0.15625,0.5456172,-1,0
14,9.923927,0.5369478,0.28125,0.57764673,-1,0
15,47.815342,0.9070162,0.28125,0.593437,-1,0
16,67.94052,1.2733685,0.34375,0.6475373,25,25
17,58.351162,1.095294,0.25,0.6779842,-1,25
18,28.809847,0.88671994,0.25,0.6479714,-1,25
19,47.75549,0.8996865,0.1875,0.6556273,-1,25
20,48.349392,1.2871048,0.34375,0.6022707,-1,25
21,38.177837,0.7165198,0.25,0.5484787,-1,25
22,9.6203985,0.5316083,0.3125,0.5923056,-1,25
23,48.379593,0.9185266,0.15625,0.61291486,-1,25
24,19.039473,0.7087292,0.21875,0.59229726,-1,25
25,9.87016,0.55153847,0.21875,0.53253436,-1,25
26,86.93143,1.6392792,0.34375,0.6545945,-1,25
27,19.357443,0.6911385,0.1875,0.70846874,-1,25
28,9.7413435,0.54197764,0.125,0.49519855,0,0
29,0.263043,0.35049468,0.125,0.6804854,0,0
30,9.906148,0.5520094,0.09375,0.49231613,0,0
31,28.916492,0.891221,0.28125,0.6537226,25,25
32,9.853464,0.50551337,0.3125,0.61050016,-1,25
33,10.621438,0.53167,0.3125,0.5538639,-1,25
34,19.160389,0.68853354,0.3125,0.61263245,-1,25
35,29.698559,0.9152075,0.25,0.62702596,-1,25
36,19.302011,0.7267364,0.1875,0.59107393,25,50
37,19.072308,0.68902266,0.34375,0.62919116,0,50
38,67.22485,1.2695594,0.34375,0.667941,0,50
39,58.149105,1.1054037,0.34375,0.57091486,0,50
40,19.892717,0.7307615,0.15625,0.57838273,0,50
41,48.886528,0.9451035,0.15625,0.5849793,-1,50
42,38.99208,0.7497717,0.21875,0.52034247,-1,50
43,66.38937,1.2560458,0.25,0.60578394,-1,50
44,10.861831,0.562727,0.21875,0.5423164,25,75
45,86.04309,1.25256,0.4375,0.6648504,-1,75
46,10.1879835,0.49411887,0.25,0.6282543,0,75
47,48.44306,0.9187073,0.34375,0.6435868,-1,75
48,20.751198,0.7319747,0.28125,0.58916044,-1,75
49,19.070913,0.6918142,0.53125,0.58057857,-1,75
50,38.705475,0.74904144,0.34375,0.52063173,-1,75
51,9.524191,0.51586413,0.375,0.574609,-1,75
52,19.680042,0.70770824,0.46875,0.6264883,-1,75
53,0.27960706,0.3331976,0.4375,0.5396372,-1,75
54,0.32145342,0.35317808,0.40625,0.57027495,-1,75
55,9.897473,0.50176406,0.46875,0.6112135,-1,75
56,58.170013,1.0648756,0.4375,0.650408,0,75
57,19.347803,0.70512956,0.53125,0.66826475,0,0
58,28.595709,0.8694794,0.40625,0.6144837,0,0
59,0.22401616,0.32871068,0.1875,0.5867696,0,0
60,57.758205,1.1055031,0.40625,0.66800386,0,0
61,19.521854,0.72294354,0.34375,0.6392031,-1,0
62,57.604366,1.0976455,0.34375,0.58336735,-1,0
63,76.37839,1.4525343,0.28125,0.66166586,-1,0
64,67.75162,1.271372,0.25,0.6447481,0,0
65,47.40701,0.8603403,0.375,0.5759408,0,0
66,38.251545,1.0678608,0.25,0.60956776,-1,0
67,0.3070581,0.359915,0.1875,0.5012636,-1,0
68,47.707577,0.90639126,0.375,0.6094548,-1,0
