step,loss,mean_absolute_error,acc,mean_q,reward,score
0,nan,nan,nan,nan,0,0
1,nan,nan,nan,nan,25,25
2,nan,nan,nan,nan,0,25
3,nan,nan,nan,nan,0,25
4,nan,nan,nan,nan,0,25
5,nan,nan,nan,nan,0,25
6,nan,nan,nan,nan,0,25
7,nan,nan,nan,nan,0,25
8,nan,nan,nan,nan,0,25
9,nan,nan,nan,nan,0,25
10,nan,nan,nan,nan,-1,25
11,47.623047,1.241358,0.40625,0.5750711,0,25
12,28.166695,0.8370491,0.4375,0.5823288,-1,25
13,9.631289,0.4916631,0.5,0.51019114,-1,25
14,9.596495,0.51611644,0.25,0.5064576,-1,25
15,0.23000954,0.29258847,0.3125,0.5173323,-1,25
16,56.618073,1.431715,0.34375,0.5803472,-1,25
17,46.28382,1.2075032,0.53125,0.6005931,-1,25
18,46.69465,1.209969,0.53125,0.5940004,-1,25
19,37.282055,1.0515089,0.4375,0.55399144,-1,25
20,65.88589,1.5904244,0.5625,0.62407374,-1,25
21,18.86755,0.6464812,0.34375,0.51473856,-1,25
22,37.507843,1.0269804,0.4375,0.5361135,-1,25
23,28.439312,0.8674503,0.46875,0.61776376,-1,25
24,38.232754,1.0375187,0.4375,0.56444275,-1,25
25,0.25247958,0.30506283,0.34375,0.5196152,-1,25
26,46.863934,1.210402,0.5625,0.58431375,-1,25
27,37.715836,1.0542167,0.5,0.5554534,-1,25
28,19.032417,0.6574083,0.34375,0.5420383,0,0
29,28.179552,0.88874674,0.46875,0.5491774,25,25
30,46.915928,1.2033298,0.5,0.57238185,0,25
31,18.795734,0.6680683,0.28125,0.4783756,0,25
32,19.030293,0.6646344,0.40625,0.50797236,0,25
33,9.635727,0.4681582,0.5,0.5057614,0,25
34,9.547194,0.49649072,0.46875,0.49495432,-1,25
35,28.185013,0.8599788,0.4375,0.53426385,-1,25
36,37.19959,1.0493141,0.46875,0.5502823,-1,25
37,46.9991,1.2277834,0.375,0.54642206,25,50
38,37.40857,1.0055342,0.4375,0.5713041,-1,50
39,18.836548,0.6758741,0.46875,0.5224327,-1,50
40,47.049664,1.189156,0.5,0.6017189,-1,50
41,0.20031224,0.2842792,0.46875,0.5262019,-1,50
42,37.67132,1.0596888,0.46875,0.556931,-1,50
43,28.27134,0.8229704,0.34375,0.58648026,-1,50
44,18.933578,0.6754227,0.4375,0.5395129,-1,50
45,37.76386,1.0565448,0.53125,0.5913298,25,75
46,19.537067,0.6810912,0.40625,0.51064205,0,75
47,0.22476906,0.2938099,0.46875,0.54316586,-1,75
48,37.6273,0.96967065,0.375,0.61079776,-1,75
49,47.029945,1.2093341,0.5,0.54833055,-1,75
50,9.710548,0.51721627,0.5,0.52164936,-1,75
51,37.407913,1.0124652,0.375,0.58423084,-1,75
52,28.260447,0.83535016,0.46875,0.52320224,-1,75
53,18.801708,0.65148675,0.4375,0.54405737,-1,75
54,47.193565,1.2350049,0.40625,0.551872,-1,75
