step,loss,mean_absolute_error,acc,mean_q,reward,score
0,nan,nan,nan,nan,0,0
1,nan,nan,nan,nan,25,25
2,nan,nan,nan,nan,0,25
3,nan,nan,nan,nan,0,25
4,nan,nan,nan,nan,-1,25
5,nan,nan,nan,nan,-1,25
6,nan,nan,nan,nan,-1,25
7,nan,nan,nan,nan,-1,25
8,nan,nan,nan,nan,-1,25
9,nan,nan,nan,nan,25,50
10,nan,nan,nan,nan,0,50
11,9.564943,0.5016867,0.40625,0.63437176,0,50
12,19.068195,0.6462721,0.5,0.6499874,-1,50
13,28.289354,0.8721385,0.34375,0.67253685,-1,50
14,56.492966,1.3784214,0.5625,0.69125265,-1,50
15,37.864456,1.0693097,0.53125,0.7575959,-1,50
16,47.07815,1.1785603,0.65625,0.73947763,25,75
17,18.594627,0.6515968,0.46875,0.7288234,0,75
18,9.678329,0.4808682,0.375,0.6239482,0,75
19,18.923576,0.69255525,0.3125,0.6411139,0,75
20,9.629449,0.47647333,0.625,0.7137381,0,75
21,27.81448,0.8446428,0.46875,0.65671515,25,100
22,18.756956,0.6627135,0.4375,0.6688753,-1,100
23,56.455746,1.3617684,0.53125,0.6514877,-1,100
24,18.655184,0.6696696,0.5,0.6818941,-1,100
25,0.31078064,0.29427144,0.59375,0.7243501,-1,100
26,19.045597,0.6655632,0.34375,0.6927177,-1,100
27,37.617508,1.048586,0.5,0.725279,-1,100
28,64.95242,1.5883204,0.59375,0.7135365,0,0
29,9.559602,0.47561017,0.46875,0.6763649,25,25
30,0.15072131,0.28852263,0.4375,0.56203675,-1,25
31,37.5382,1.0421382,0.4375,0.66032267,-1,25
32,18.842955,0.68163866,0.46875,0.6620859,-1,25
33,28.21135,0.86685234,0.28125,0.5957784,-1,25
34,18.645447,0.673699,0.53125,0.6567154,-1,25
35,0.21759038,0.3027282,0.4375,0.64361864,-1,25
36,28.109993,0.8392479,0.4375,0.6497416,-1,25
37,28.034561,0.81738514,0.4375,0.6702379,25,50
38,9.533527,0.45861948,0.5,0.5766406,0,50
39,28.304646,0.86505777,0.46875,0.7265965,-1,50
40,46.42286,1.2170908,0.46875,0.65633,-1,50
41,28.151016,0.8314365,0.40625,0.58914185,-1,50
42,18.683228,0.6746839,0.375,0.6400236,-1,50
43,9.427604,0.49013883,0.40625,0.74171144,-1,50
44,0.18159649,0.30959928,0.21875,0.64491975,25,75
45,18.39563,0.6601528,0.375,0.6659548,-1,75
46,54.925568,1.3847511,0.40625,0.67197925,0,75
47,56.57722,1.045581,0.53125,0.7345181,-1,75
48,66.720825,1.2276976,0.4375,0.7384038,-1,75
49,66.80877,1.2013357,0.46875,0.67219317,-1,75
50,37.20342,1.0219269,0.625,0.71389616,-1,75
51,46.45337,1.22715,0.46875,0.7150547,-1,75
52,37.08593,1.0031695,0.5625,0.69087553,-1,75
53,55.877014,1.4157108,0.40625,0.6696938,-1,75
54,37.236626,1.0176096,0.46875,0.64011645,-1,75
