step,loss,mean_absolute_error,acc,mean_q,reward,score
0,nan,nan,nan,nan,0,0
1,nan,nan,nan,nan,-1,0
2,nan,nan,nan,nan,0,0
3,nan,nan,nan,nan,-1,0
4,nan,nan,nan,nan,-1,0
5,nan,nan,nan,nan,-1,0
6,nan,nan,nan,nan,-1,0
7,nan,nan,nan,nan,-1,0
8,nan,nan,nan,nan,0,0
9,nan,nan,nan,nan,-1,0
10,nan,nan,nan,nan,-1,0
11,0.23983523,0.34196463,0.1875,0.40121612,-1,0
12,0.24038866,0.36403286,0.03125,0.42968738,-1,0
13,0.3505015,0.40786237,0.0,0.4435907,25,25
14,19.840889,0.76261365,0.0,0.49540478,-1,25
15,29.542,0.9465645,0.0,0.52868605,-1,25
16,19.713173,0.7777307,0.0,0.51085544,-1,25
17,29.251968,0.95532954,0.125,0.5069257,-1,25
18,19.5119,0.7575147,0.09375,0.4898296,-1,25
19,0.31357488,0.39085066,0.21875,0.4844748,-1,25
20,19.313267,0.7648976,0.5,0.52991724,-1,25
21,28.702211,0.9466466,0.5625,0.5423449,-1,25
22,19.124765,0.72956955,0.4375,0.58787024,-1,25
23,9.682901,0.564047,0.53125,0.601304,-1,25
24,0.32762665,0.40541524,0.59375,0.62552255,-1,25
25,19.092886,0.75619984,0.59375,0.70221215,-1,25
26,9.631271,0.5728329,0.78125,0.69840974,-1,25
27,0.43182033,0.39529818,0.625,0.7496766,-1,25
28,0.50538313,0.4098617,0.625,0.74836165,0,0
29,19.239792,0.76023406,0.59375,0.7849631,0,0
30,0.3955486,0.37554058,0.65625,0.7859893,0,0
31,9.709376,0.56212646,0.625,0.7152639,0,0
32,9.723238,0.555534,0.65625,0.7648798,0,0
33,9.718363,0.5467952,0.6875,0.7588581,0,0
34,9.685527,0.543329,0.65625,0.76269245,-1,0
35,9.754205,0.5460283,0.625,0.75632405,-1,0
36,9.706166,0.5428313,0.625,0.73651206,-1,0
37,9.700744,0.5427965,0.59375,0.7387038,-1,0
38,9.719704,0.5330863,0.5625,0.7443764,-1,0
39,9.787819,0.56172746,0.625,0.7812865,-1,0
40,9.72768,0.5429505,0.59375,0.74545014,-1,0
41,0.37225014,0.37591755,0.59375,0.7470817,25,25
