step,loss,mean_absolute_error,acc,mean_q,reward,score
0,nan,nan,nan,nan,0,0
1,nan,nan,nan,nan,25,25
2,nan,nan,nan,nan,0,25
3,nan,nan,nan,nan,-1,25
4,nan,nan,nan,nan,-1,25
5,nan,nan,nan,nan,-1,25
6,nan,nan,nan,nan,-1,25
7,nan,nan,nan,nan,-1,25
8,nan,nan,nan,nan,-1,25
9,nan,nan,nan,nan,25,50
10,nan,nan,nan,nan,-1,50
11,19.006594,0.64904016,0.5,0.596686,-1,50
12,46.728943,1.249938,0.375,0.61975205,-1,50
13,19.068642,0.6745826,0.3125,0.5842994,-1,50
14,18.976856,0.6796113,0.375,0.5311786,-1,50
15,9.393528,0.51442933,0.25,0.55635625,-1,50
16,37.27451,1.0511644,0.40625,0.6428281,25,75
17,47.03032,1.2625536,0.59375,0.604669,-1,75
18,28.119637,0.86329377,0.4375,0.6108716,-1,75
19,37.41867,1.0277934,0.4375,0.6244167,-1,75
20,46.404007,1.2240653,0.375,0.6130837,-1,75
21,75.82423,1.4643124,0.5625,0.5918641,-1,75
22,56.23368,1.3787744,0.65625,0.6400535,-1,75
23,28.969582,0.872521,0.4375,0.58094263,-1,75
24,10.006836,0.4764378,0.5,0.5452721,-1,75
25,19.066471,0.69693685,0.25,0.53408813,-1,75
26,28.1949,0.88213646,0.53125,0.55529237,-1,75
27,47.528217,1.211576,0.5,0.60876644,-1,75
28,9.532035,0.4622912,0.625,0.5266217,0,0
29,18.782928,0.69162065,0.4375,0.61214644,25,25
30,37.676323,1.0295963,0.46875,0.57447636,0,25
31,28.361843,0.87521565,0.3125,0.5425234,-1,25
32,57.191616,1.0862818,0.3125,0.552621,-1,25
33,46.392723,1.1971067,0.5,0.60269916,-1,25
34,18.775309,0.65498626,0.53125,0.5703593,-1,25
35,27.94407,0.8688379,0.28125,0.5630785,-1,25
36,28.131453,0.8595803,0.53125,0.5421517,-1,25
37,28.170713,0.87629074,0.34375,0.57858753,25,50
38,85.6539,1.6305583,0.53125,0.5952066,0,50
39,9.337952,0.4575451,0.28125,0.63755333,0,50
40,28.1415,0.8497689,0.40625,0.633213,0,50
41,66.214134,1.2537322,0.5,0.5601985,0,50
42,19.031332,0.68630564,0.375,0.5939864,0,50
43,28.324814,0.8546798,0.4375,0.5728783,0,50
44,47.15616,1.2269331,0.46875,0.5660533,25,75
45,18.95901,0.63095915,0.59375,0.5027368,0,75
46,28.295773,0.83443284,0.4375,0.5508567,-1,75
47,47.106583,1.2187313,0.5,0.5229316,-1,75
48,57.271557,1.02208,0.4375,0.5337193,-1,75
49,9.56128,0.47423655,0.4375,0.56209373,-1,75
50,28.11266,0.8595983,0.375,0.56046104,-1,75
51,19.025785,0.71634376,0.3125,0.50772226,-1,75
52,37.269444,1.004677,0.46875,0.5435814,-1,75
53,56.893806,1.0481428,0.3125,0.554362,-1,75
54,18.81651,0.6627515,0.375,0.57946455,-1,75
