step,loss,mean_absolute_error,acc,mean_q,reward,score
0,nan,nan,nan,nan,0,100
1,nan,nan,nan,nan,0,0
2,nan,nan,nan,nan,-1,0
3,nan,nan,nan,nan,0,0
4,nan,nan,nan,nan,0,0
5,nan,nan,nan,nan,0,0
6,nan,nan,nan,nan,0,0
7,nan,nan,nan,nan,-1,0
8,nan,nan,nan,nan,-1,0
9,nan,nan,nan,nan,-1,0
10,nan,nan,nan,nan,-1,0
11,0.2614636,0.3254335,0.28125,0.73205876,-1,0
12,9.365063,0.49810615,0.3125,0.7478986,-1,0
13,9.286095,0.49163273,0.40625,0.82786345,-1,0
14,48.85565,0.87734693,0.34375,0.7230263,-1,0
15,58.60245,1.1053267,0.1875,0.7502183,-1,0
16,57.605774,1.0752815,0.375,0.747669,25,25
17,39.012135,1.0654984,0.3125,0.76987255,-1,25
18,96.92138,1.4196162,0.53125,0.8261722,-1,25
19,19.508545,0.66750664,0.53125,0.86546594,-1,25
20,19.192047,0.6780529,0.375,0.74003506,-1,25
21,0.2697252,0.35026878,0.1875,0.74856734,-1,25
22,97.19834,1.4632406,0.4375,0.76608145,-1,25
23,19.529648,0.6702136,0.46875,0.78061926,-1,25
24,38.227737,1.0590273,0.3125,0.7866094,-1,25
25,48.44452,0.86826885,0.4375,0.8006288,-1,25
26,9.998804,0.48797596,0.375,0.800058,-1,25
27,47.219597,0.88487303,0.3125,0.74958074,-1,25
28,19.298403,0.67925084,0.4375,0.7917359,0,0
29,10.758071,0.5441277,0.3125,0.7340491,-1,0
30,95.84355,1.4137607,0.4375,0.8080616,-1,0
31,57.92775,1.0720466,0.3125,0.7885202,25,25
32,9.872883,0.49822006,0.25,0.7507322,-1,25
33,47.053894,0.87670535,0.28125,0.75037706,-1,25
34,0.2970112,0.31422564,0.1875,0.72597224,-1,25
35,87.32506,1.2796278,0.46875,0.76395464,-1,25
36,0.22539634,0.3344956,0.25,0.7551496,-1,25
37,19.607967,0.6992965,0.34375,0.7812943,25,50
38,58.079872,1.0656862,0.4375,0.7487067,-1,50
39,19.689594,0.6806414,0.46875,0.78088135,-1,50
40,78.18534,1.0352492,0.4375,0.79812574,0,50
41,29.513609,0.8949354,0.34375,0.80263907,-1,50
42,57.791946,1.0843155,0.25,0.7540668,-1,50
43,19.49363,0.6750165,0.34375,0.745537,-1,50
44,0.19724111,0.31434977,0.125,0.8183322,-1,50
45,87.56248,1.278043,0.25,0.7135661,50,100
46,28.314766,0.8654936,0.34375,0.7528924,0,100
47,9.460919,0.5041486,0.3125,0.7754525,-1,100
48,58.26538,1.1098496,0.28125,0.7859696,-1,100
49,9.600815,0.49273086,0.25,0.76493555,-1,100
50,48.020912,0.8875049,0.21875,0.74446183,-1,100
51,9.908788,0.5251681,0.15625,0.7754041,-1,100
52,38.223324,0.7111345,0.28125,0.74852514,-1,100
53,10.008625,0.513666,0.3125,0.74994534,-1,100
54,10.440441,0.5596904,0.28125,0.6981854,-1,100
55,87.791,1.2792215,0.28125,0.7068171,-1,100
56,48.82682,0.85708547,0.53125,0.8056918,0,0
57,48.50757,0.8892263,0.21875,0.7718859,0,0
58,18.696856,0.6944896,0.34375,0.73523,0,0
59,0.19326708,0.3091206,0.28125,0.7680557,0,0
60,9.483992,0.49733043,0.375,0.6940065,-1,0
61,87.2182,1.2665682,0.3125,0.8436928,-1,0
62,29.809801,0.8865192,0.3125,0.7101524,-1,0
63,9.745487,0.49620387,0.40625,0.7363606,0,0
64,96.908714,1.4284524,0.40625,0.7754383,-1,0
65,0.23203358,0.32015488,0.3125,0.7642813,0,0
66,57.608788,1.0853901,0.3125,0.77690566,-1,0
67,0.21288504,0.32616204,0.28125,0.7677875,-1,0
68,38.41134,0.6677885,0.3125,0.7478842,-1,0
69,77.27111,1.3992002,0.53125,0.8042744,-1,0
70,0.2422826,0.32769057,0.21875,0.7218991,-1,0
71,0.2164852,0.31773937,0.28125,0.71403766,-1,0
72,58.283752,1.0461531,0.375,0.78676295,50,50
73,58.8331,1.0942283,0.34375,0.83282936,-1,50
74,29.177643,0.87419474,0.21875,0.75905573,-1,50
75,57.594078,1.083986,0.21875,0.70958984,-1,50
76,9.739805,0.49912953,0.21875,0.7243149,-1,50
77,0.24135324,0.32461256,0.28125,0.7173318,-1,50
78,9.760109,0.49587223,0.25,0.7694313,-1,50
79,67.36639,1.2625207,0.21875,0.7607993,-1,50
80,95.86383,1.4517267,0.25,0.7482724,-1,50
81,48.88661,0.8860159,0.34375,0.6840895,-1,50
82,28.90198,0.84913325,0.34375,0.74830174,-1,50
83,19.351536,0.6793672,0.375,0.7175492,-1,50
