step,loss,mean_absolute_error,acc,mean_q,reward,score
0,nan,nan,nan,nan,0,0
1,nan,nan,nan,nan,0,0
2,nan,nan,nan,nan,0,0
3,nan,nan,nan,nan,0,0
4,nan,nan,nan,nan,0,0
5,nan,nan,nan,nan,0,0
6,nan,nan,nan,nan,0,0
7,nan,nan,nan,nan,0,0
8,nan,nan,nan,nan,0,0
9,nan,nan,nan,nan,0,0
10,nan,nan,nan,nan,0,0
11,0.0013817877,0.15581119,1.0,0.42104244,0,0
12,0.0017856504,0.1406907,1.0,0.48703626,0,0
13,0.0005129554,0.14162058,1.0,0.45218766,0,0
14,0.0010818357,0.15918389,1.0,0.4063536,0,0
15,0.001142663,0.1596213,1.0,0.40526766,0,0
16,0.000578685,0.15144764,1.0,0.42005438,0,0
17,0.0012897525,0.14975157,1.0,0.43960375,0,0
18,0.0011486236,0.14683634,1.0,0.4512633,0,0
19,0.0013225503,0.14904179,1.0,0.44485524,0,0
20,0.001755054,0.15398926,0.90625,0.43303913,-1,0
21,0.0022771899,0.16439319,0.53125,0.4220538,0,0
22,0.02429277,0.18689567,0.1875,0.43367115,-1,0
23,0.058116578,0.1985181,0.0,0.45020756,-1,0
24,0.058021665,0.21133915,0.0,0.43561777,-1,0
25,0.07133594,0.2206566,0.0,0.38881785,-1,0
26,0.14943954,0.25547007,0.09375,0.35140163,-1,0
27,0.092298344,0.23234168,0.375,0.32118785,-1,0
28,0.1640069,0.26745528,0.59375,0.32771623,0,0
29,0.25002593,0.3015378,0.71875,0.33883882,0,0
30,0.19674625,0.27296785,0.53125,0.35340995,0,0
31,0.059014708,0.20128839,0.8125,0.36781666,0,0
32,0.12821184,0.23179579,0.6875,0.39852345,-1,0
33,0.11871425,0.2318914,0.65625,0.43656904,-1,0
34,0.12205236,0.22626711,0.6875,0.47375757,-1,0
35,0.13891013,0.23279059,0.65625,0.51147133,-1,0
36,0.13536853,0.2244486,0.6875,0.5337987,-1,0
37,0.14129648,0.23105085,0.65625,0.5372802,-1,0
38,0.15149921,0.24023749,0.625,0.5258474,-1,0
39,0.15923059,0.23934628,0.625,0.50126076,-1,0
40,0.19778217,0.26931453,0.46875,0.48369545,-1,0
41,0.21935602,0.28980115,0.375,0.45615262,-1,0
42,0.26417667,0.31173772,0.21875,0.44398308,-1,0
43,0.29559708,0.33397347,0.0625,0.44692835,-1,0
44,0.23703697,0.31467026,0.03125,0.4937627,0,0
45,0.16830799,0.30299485,0.0625,0.51763433,0,0
46,0.26626042,0.33748707,0.0625,0.53229594,0,0
47,0.22238594,0.32136503,0.0625,0.5614717,-1,0
48,0.23774886,0.3348446,0.0625,0.5531161,-1,0
49,0.22146814,0.33322614,0.0625,0.5817346,25,25
50,9.847169,0.5413915,0.09375,0.5336219,-1,25
51,9.890533,0.5341715,0.0625,0.52626985,-1,25
52,9.893,0.55185604,0.09375,0.50225466,-1,25
53,0.22125801,0.34604108,0.15625,0.49569708,-1,25
54,9.784637,0.54933953,0.375,0.5224843,-1,25
55,9.764331,0.55202633,0.375,0.5445579,-1,25
56,9.692868,0.56074625,0.4375,0.63765657,0,0
57,0.24758136,0.35442936,0.34375,0.6618953,-1,0
58,0.27316338,0.3609087,0.375,0.7089725,-1,0
59,0.37694097,0.36693615,0.34375,0.71303344,-1,0
60,9.617054,0.55397975,0.46875,0.7343326,-1,0
61,0.38856503,0.37928903,0.375,0.76408124,-1,0
62,0.40824693,0.3762769,0.3125,0.76352537,-1,0
63,9.614066,0.5541234,0.375,0.7924887,-1,0
64,0.413102,0.38863507,0.40625,0.75226814,0,0
65,9.593464,0.55147207,0.4375,0.7452864,-1,0
66,9.670055,0.54736215,0.25,0.769349,-1,0
